funcPK,equipePK,dataPK,cargoPK,salario,quantidadeLancamentos
87,10,1497,398,4978.8,1
47,10,1497,516,17411.38,1
12,9,1497,520,3036.49,1
103,9,1497,137,4676.59,1
45,9,1497,402,21831.14,1
8,9,1497,139,1825.1,1
159,9,1497,106,1936.92,1
150,10,1497,376,1890.5,1
167,9,1497,352,1508.68,1
24,9,1497,372,17816.8,1
96,10,1497,255,12765.11,1
25,10,1497,83,6499.03,1
166,10,1497,94,1705.92,1
162,9,1497,378,12854.21,1
154,10,1497,90,15345.03,1
18,10,1497,349,1897.85,1
101,9,1497,249,10694.08,1
57,10,1497,2,8651.9,1
100,10,1497,267,9985.22,1
61,9,1497,528,9245.98,1
52,9,1497,268,4116.83,1
147,2,1526,64,1559.94,1
124,2,1526,329,8102.77,1
175,1,1526,328,2532.51,1
171,1,1526,245,7882.7,1
148,2,1526,65,4404.59,1
5,2,1526,112,2226.66,1
128,1,1526,341,6157.04,1
82,2,1526,43,1585.51,1
28,1,1526,253,1594.02,1
46,1,1526,390,9880.16,1
91,2,1526,233,10931.47,1
176,2,1526,241,2005.49,1
172,1,1526,351,14218.28,1
155,1,1526,121,2002.57,1
19,2,1526,223,1778.26,1
94,1,1526,394,2505.1,1
26,2,1526,350,9162.46,1
55,2,1526,313,3215.53,1
29,1,1526,62,4128.44,1
181,1,1526,249,11082.75,1
118,1,1526,169,1741.33,1
174,1,1526,183,14734.1,1
141,1,1526,63,10162.84,1
188,1,1526,386,14995.02,1
112,2,1526,419,4320.96,1
34,1,1526,16,1633.22,1
69,1,1526,68,4256.5,1
62,1,1526,422,5297.77,1
190,2,1526,254,4083.85,1
17,2,1526,2,5161.85,1
10,2,1526,395,5545.2,1
199,2,1526,116,4703.6,1
76,1,1526,383,4875.68,1
106,2,1526,234,9611.98,1
179,1,1526,12,21059.63,1
111,2,1526,396,10078.44,1
43,1,1526,74,10589.74,1
173,2,1526,53,6579.73,1
183,2,1526,240,23969.94,1
53,2,1526,229,3635.55,1
42,1,1526,177,12777.09,1
116,2,1526,343,5859.58,1
30,2,1526,408,17965.17,1
66,1,1526,115,3051.27,1
35,2,1526,412,1793.43,1
195,2,1526,306,14363.61,1
104,2,1526,36,14184.62,1
73,1,1526,163,2068.1,1
48,1,1526,270,14992.14,1
33,1,1526,27,9169.9,1
135,5,1526,94,1797.28,1
184,3,1526,69,10199.72,1
196,3,1526,125,4478.12,1
78,5,1526,427,1818.43,1
20,5,1526,10,1997.42,1
88,3,1526,87,11291.45,1
39,3,1526,52,4182.55,1
22,3,1526,176,4171.08,1
79,4,1526,142,2581.24,1
37,5,1526,323,4496.08,1
152,3,1526,380,4052.34,1
67,5,1526,40,1678.4,1
192,3,1526,324,19049.82,1
97,3,1526,137,7795.87,1
120,5,1526,303,9841.55,1
122,4,1526,328,1580.93,1
74,4,1526,334,1984.86,1
137,4,1526,17,12079.93,1
4,5,1526,3,10498.14,1
110,3,1526,422,10081.19,1
160,4,1526,54,12717.71,1
40,4,1526,473,6637.9,1
121,3,1526,181,1707.51,1
149,5,1526,171,17351.46,1
90,5,1526,11,8180.52,1
189,5,1526,416,6686.45,1
36,3,1526,13,3334.71,1
156,3,1526,419,5960.95,1
11,3,1526,8,6907.06,1
89,3,1526,149,7338.25,1
185,3,1526,146,5560.16,1
169,3,1526,471,10260.88,1
15,3,1526,335,4543.46,1
168,5,1526,252,14688.97,1
56,4,1526,414,11613.92,1
198,3,1526,80,4695.24,1
59,5,1526,50,5383.27,1
6,5,1526,44,5171.52,1
178,4,1526,330,26470.39,1
64,5,1526,257,4420.97,1
146,5,1526,479,8654.24,1
58,4,1526,248,11131.02,1
140,3,1526,417,17017.5,1
109,3,1526,155,5362.41,1
151,5,1526,331,2148.44,1
139,4,1526,70,1901.47,1
197,5,1526,254,4262.23,1
130,5,1526,245,4507.96,1
2,3,1526,463,1668.94,1
131,3,1526,326,9628.82,1
200,5,1526,318,10631.74,1
85,3,1526,58,13282.6,1
119,5,1526,74,6850.11,1
9,3,1526,72,13083.56,1
38,5,1526,139,3434.05,1
7,5,1526,431,7232.49,1
65,3,1526,311,4416.36,1
123,5,1526,183,9786.13,1
163,4,1526,77,7949.62,1
125,3,1526,113,6151.17,1
32,7,1526,179,4685.89,1
49,7,1526,452,5494.44,1
129,8,1526,487,2563.54,1
157,7,1526,47,5212.74,1
113,6,1526,40,3485.08,1
105,8,1526,443,4312.41,1
81,8,1526,502,2085.85,1
80,6,1526,494,6300.52,1
194,6,1526,450,17772.11,1
21,8,1526,216,32140.55,1
170,7,1526,421,1501.57,1
177,8,1526,49,2693.82,1
50,8,1526,158,4895.71,1
158,7,1526,105,10828.52,1
107,8,1526,39,12459.79,1
93,7,1526,248,4714.7,1
134,8,1526,143,4112.61,1
108,7,1526,8,5846.38,1
51,7,1526,414,19858.51,1
86,7,1526,198,9471.15,1
77,8,1526,266,4478.94,1
83,8,1526,193,2054.45,1
63,7,1526,493,1611.95,1
31,8,1526,3,10845.54,1
180,8,1526,431,9388.55,1
44,8,1526,24,11039.32,1
68,8,1526,194,8647.36,1
187,8,1526,43,1919.34,1
193,7,1526,210,47140.17,1
1,6,1526,80,24016.37,1
95,7,1526,181,1503.93,1
127,8,1526,54,9377.5,1
27,8,1526,76,1964.01,1
117,8,1526,429,14711.11,1
164,6,1526,169,2797.97,1
142,8,1526,458,7065.11,1
145,6,1526,259,2018.86,1
186,7,1526,422,4534.61,1
14,7,1526,173,4179.6,1
126,8,1526,447,9045.12,1
132,8,1526,171,23183.39,1
72,8,1526,44,5516.3,1
54,6,1526,99,11842.55,1
102,7,1526,256,2085.17,1
191,6,1526,27,10975.3,1
41,6,1526,20,9126.75,1
136,8,1526,244,1934.41,1
98,6,1526,30,9236.3,1
143,7,1526,500,7940.47,1
144,7,1526,246,9404.21,1
114,10,1526,157,2980.47,1
70,9,1526,334,2275.93,1
161,10,1526,15,9036.53,1
133,10,1526,248,6929.36,1
16,10,1526,142,1730.3,1
182,9,1526,105,10576.13,1
165,10,1526,85,1633.96,1
138,9,1526,328,2100.03,1
115,10,1526,529,1563.7,1
153,10,1526,269,9165.94,1
99,9,1526,339,11242.59,1
60,10,1526,152,8032.48,1
3,9,1526,162,11855.47,1
92,9,1526,537,13395.64,1
71,9,1526,515,6517.74,1
23,9,1526,161,4402.95,1
75,9,1526,365,4728.61,1
13,10,1526,144,12055.68,1
84,10,1526,3,11781.26,1
87,10,1526,398,4978.8,1
47,10,1526,516,17411.38,1
12,9,1526,520,3036.49,1
103,9,1526,137,4676.59,1
45,9,1526,402,21831.14,1
8,9,1526,139,1825.1,1
159,9,1526,106,1936.92,1
150,10,1526,376,1890.5,1
167,9,1526,352,1508.68,1
24,9,1526,372,17816.8,1
96,10,1526,255,12765.11,1
25,10,1526,83,6499.03,1
166,10,1526,94,1705.92,1
162,9,1526,378,12854.21,1
154,10,1526,90,15345.03,1
18,10,1526,349,1897.85,1
101,9,1526,249,10694.08,1
57,10,1526,2,8651.9,1
100,10,1526,267,9985.22,1
61,9,1526,528,9245.98,1
52,9,1526,268,4116.83,1
147,2,1557,64,1559.94,1
124,2,1557,329,8102.77,1
175,1,1557,328,2532.51,1
171,1,1557,245,7882.7,1
148,2,1557,65,4404.59,1
5,2,1557,112,2226.66,1
128,1,1557,341,6157.04,1
82,2,1557,43,1585.51,1
28,1,1557,253,1594.02,1
46,1,1557,390,9880.16,1
91,2,1557,233,10931.47,1
176,2,1557,241,2005.49,1
172,1,1557,351,14218.28,1
155,1,1557,121,2002.57,1
19,2,1557,223,1778.26,1
94,1,1557,394,2505.1,1
26,2,1557,350,9162.46,1
55,2,1557,313,3215.53,1
29,1,1557,62,4128.44,1
181,1,1557,249,11082.75,1
118,1,1557,169,1741.33,1
174,1,1557,183,14734.1,1
141,1,1557,63,10162.84,1
188,1,1557,386,14995.02,1
112,2,1557,419,4320.96,1
34,1,1557,16,1633.22,1
69,1,1557,68,4256.5,1
62,1,1557,422,5297.77,1
190,2,1557,254,4083.85,1
17,2,1557,2,5161.85,1
10,2,1557,395,5545.2,1
199,2,1557,116,4703.6,1
76,1,1557,383,4875.68,1
106,2,1557,234,9611.98,1
179,1,1557,12,21059.63,1
111,2,1557,396,10078.44,1
43,1,1557,74,10589.74,1
173,2,1557,53,6579.73,1
183,2,1557,240,23969.94,1
53,2,1557,229,3635.55,1
42,1,1557,177,12777.09,1
116,2,1557,343,5859.58,1
30,2,1557,408,17965.17,1
66,1,1557,115,3051.27,1
35,2,1557,412,1793.43,1
195,2,1557,306,14363.61,1
104,2,1557,36,14184.62,1
73,1,1557,163,2068.1,1
48,1,1557,270,14992.14,1
33,1,1557,27,9169.9,1
135,5,1557,94,1797.28,1
184,3,1557,69,10199.72,1
196,3,1557,125,4478.12,1
78,5,1557,427,1818.43,1
20,5,1557,10,1997.42,1
88,3,1557,87,11291.45,1
39,3,1557,52,4182.55,1
22,3,1557,176,4171.08,1
79,4,1557,142,2581.24,1
37,5,1557,323,4496.08,1
152,3,1557,380,4052.34,1
67,5,1557,40,1678.4,1
192,3,1557,324,19049.82,1
97,3,1557,137,7795.87,1
120,5,1557,303,9841.55,1
122,4,1557,328,1580.93,1
74,4,1557,334,1984.86,1
137,4,1557,17,12079.93,1
4,5,1557,3,10498.14,1
110,3,1557,422,10081.19,1
160,4,1557,54,12717.71,1
40,4,1557,473,6637.9,1
121,3,1557,181,1707.51,1
149,5,1557,171,17351.46,1
90,5,1557,11,8180.52,1
189,5,1557,416,6686.45,1
36,3,1557,13,3334.71,1
156,3,1557,419,5960.95,1
11,3,1557,8,6907.06,1
89,3,1557,149,7338.25,1
185,3,1557,146,5560.16,1
169,3,1557,471,10260.88,1
15,3,1557,335,4543.46,1
168,5,1557,252,14688.97,1
56,4,1557,414,11613.92,1
198,3,1557,80,4695.24,1
59,5,1557,50,5383.27,1
6,5,1557,44,5171.52,1
178,4,1557,330,26470.39,1
64,5,1557,257,4420.97,1
146,5,1557,479,8654.24,1
58,4,1557,248,11131.02,1
140,3,1557,417,17017.5,1
109,3,1557,155,5362.41,1
151,5,1557,331,2148.44,1
139,4,1557,70,1901.47,1
197,5,1557,254,4262.23,1
130,5,1557,245,4507.96,1
2,3,1557,463,1668.94,1
131,3,1557,326,9628.82,1
200,5,1557,318,10631.74,1
85,3,1557,58,13282.6,1
119,5,1557,74,6850.11,1
9,3,1557,72,13083.56,1
38,5,1557,139,3434.05,1
7,5,1557,431,7232.49,1
65,3,1557,311,4416.36,1
123,5,1557,183,9786.13,1
163,4,1557,77,7949.62,1
125,3,1557,113,6151.17,1
32,7,1557,179,4685.89,1
49,7,1557,452,5494.44,1
129,8,1557,487,2563.54,1
157,7,1557,47,5212.74,1
113,6,1557,40,3485.08,1
105,8,1557,443,4312.41,1
81,8,1557,502,2085.85,1
80,6,1557,494,6300.52,1
194,6,1557,450,17772.11,1
21,8,1557,216,32140.55,1
170,7,1557,421,1501.57,1
177,8,1557,49,2693.82,1
50,8,1557,158,4895.71,1
158,7,1557,105,10828.52,1
107,8,1557,39,12459.79,1
93,7,1557,248,4714.7,1
134,8,1557,143,4112.61,1
108,7,1557,8,5846.38,1
51,7,1557,414,19858.51,1
86,7,1557,198,9471.15,1
77,8,1557,266,4478.94,1
83,8,1557,193,2054.45,1
63,7,1557,493,1611.95,1
31,8,1557,3,10845.54,1
180,8,1557,431,9388.55,1
44,8,1557,24,11039.32,1
68,8,1557,194,8647.36,1
187,8,1557,43,1919.34,1
193,7,1557,210,47140.17,1
1,6,1557,80,24016.37,1
95,7,1557,181,1503.93,1
127,8,1557,54,9377.5,1
27,8,1557,76,1964.01,1
117,8,1557,429,14711.11,1
164,6,1557,169,2797.97,1
142,8,1557,458,7065.11,1
145,6,1557,259,2018.86,1
186,7,1557,422,4534.61,1
14,7,1557,173,4179.6,1
126,8,1557,447,9045.12,1
132,8,1557,171,23183.39,1
72,8,1557,44,5516.3,1
54,6,1557,99,11842.55,1
102,7,1557,256,2085.17,1
191,6,1557,27,10975.3,1
41,6,1557,20,9126.75,1
136,8,1557,244,1934.41,1
98,6,1557,30,9236.3,1
143,7,1557,500,7940.47,1
144,7,1557,246,9404.21,1
114,10,1557,157,2980.47,1
70,9,1557,334,2275.93,1
161,10,1557,15,9036.53,1
133,10,1557,248,6929.36,1
16,10,1557,142,1730.3,1
182,9,1557,105,10576.13,1
165,10,1557,85,1633.96,1
138,9,1557,328,2100.03,1
115,10,1557,529,1563.7,1
153,10,1557,269,9165.94,1
99,9,1557,339,11242.59,1
60,10,1557,152,8032.48,1
3,9,1557,162,11855.47,1
92,9,1557,537,13395.64,1
71,9,1557,515,6517.74,1
23,9,1557,161,4402.95,1
75,9,1557,365,4728.61,1
13,10,1557,144,12055.68,1
84,10,1557,3,11781.26,1
87,10,1557,398,4978.8,1
47,10,1557,516,17411.38,1
12,9,1557,520,3036.49,1
103,9,1557,137,4676.59,1
45,9,1557,402,21831.14,1
8,9,1557,139,1825.1,1
159,9,1557,106,1936.92,1
150,10,1557,376,1890.5,1
167,9,1557,352,1508.68,1
24,9,1557,372,17816.8,1
96,10,1557,255,12765.11,1
25,10,1557,83,6499.03,1
166,10,1557,94,1705.92,1
162,9,1557,378,12854.21,1
154,10,1557,90,15345.03,1
18,10,1557,349,1897.85,1
101,9,1557,249,10694.08,1
57,10,1557,2,8651.9,1
100,10,1557,267,9985.22,1
61,9,1557,528,9245.98,1
52,9,1557,268,4116.83,1
147,2,1587,64,1559.94,1
124,2,1587,329,8102.77,1
175,1,1587,328,2532.51,1
171,1,1587,245,7882.7,1
148,2,1587,65,4404.59,1
5,2,1587,112,2226.66,1
128,1,1587,341,6157.04,1
82,2,1587,43,1585.51,1
28,1,1587,253,1594.02,1
46,1,1587,390,9880.16,1
91,2,1587,233,10931.47,1
176,2,1587,241,2005.49,1
172,1,1587,351,14218.28,1
155,1,1587,121,2002.57,1
19,2,1587,223,1778.26,1
94,1,1587,394,2505.1,1
26,2,1587,350,9162.46,1
55,2,1587,313,3215.53,1
29,1,1587,62,4128.44,1
181,1,1587,249,11082.75,1
118,1,1587,169,1741.33,1
174,1,1587,183,14734.1,1
141,1,1587,63,10162.84,1
188,1,1587,386,14995.02,1
112,2,1587,419,4320.96,1
34,1,1587,16,1633.22,1
69,1,1587,68,4256.5,1
62,1,1587,422,5297.77,1
190,2,1587,254,4083.85,1
17,2,1587,2,5161.85,1
10,2,1587,395,5545.2,1
199,2,1587,116,4703.6,1
76,1,1587,383,4875.68,1
106,2,1587,234,9611.98,1
179,1,1587,12,21059.63,1
111,2,1587,396,10078.44,1
43,1,1587,74,10589.74,1
173,2,1587,53,6579.73,1
183,2,1587,240,23969.94,1
53,2,1587,229,3635.55,1
42,1,1587,177,12777.09,1
116,2,1587,343,5859.58,1
30,2,1587,408,17965.17,1
66,1,1587,115,3051.27,1
35,2,1587,412,1793.43,1
195,2,1587,306,14363.61,1
104,2,1587,36,14184.62,1
73,1,1587,163,2068.1,1
48,1,1587,270,14992.14,1
33,1,1587,27,9169.9,1
135,5,1587,94,1797.28,1
184,3,1587,69,10199.72,1
196,3,1587,125,4478.12,1
78,5,1587,427,1818.43,1
20,5,1587,10,1997.42,1
88,3,1587,87,11291.45,1
39,3,1587,52,4182.55,1
22,3,1587,176,4171.08,1
79,4,1587,142,2581.24,1
37,5,1587,323,4496.08,1
152,3,1587,380,4052.34,1
67,5,1587,40,1678.4,1
192,3,1587,324,19049.82,1
97,3,1587,137,7795.87,1
120,5,1587,303,9841.55,1
122,4,1587,328,1580.93,1
74,4,1587,334,1984.86,1
137,4,1587,17,12079.93,1
4,5,1587,3,10498.14,1
110,3,1587,422,10081.19,1
160,4,1587,54,12717.71,1
40,4,1587,473,6637.9,1
121,3,1587,181,1707.51,1
149,5,1587,171,17351.46,1
90,5,1587,11,8180.52,1
189,5,1587,416,6686.45,1
36,3,1587,13,3334.71,1
156,3,1587,419,5960.95,1
11,3,1587,8,6907.06,1
89,3,1587,149,7338.25,1
185,3,1587,146,5560.16,1
169,3,1587,471,10260.88,1
15,3,1587,335,4543.46,1
168,5,1587,252,14688.97,1
56,4,1587,414,11613.92,1
198,3,1587,80,4695.24,1
59,5,1587,50,5383.27,1
6,5,1587,44,5171.52,1
178,4,1587,330,26470.39,1
64,5,1587,257,4420.97,1
146,5,1587,479,8654.24,1
58,4,1587,248,11131.02,1
140,3,1587,417,17017.5,1
109,3,1587,155,5362.41,1
151,5,1587,331,2148.44,1
139,4,1587,70,1901.47,1
197,5,1587,254,4262.23,1
130,5,1587,245,4507.96,1
2,3,1587,463,1668.94,1
131,3,1587,326,9628.82,1
200,5,1587,318,10631.74,1
85,3,1587,58,13282.6,1
119,5,1587,74,6850.11,1
9,3,1587,72,13083.56,1
38,5,1587,139,3434.05,1
7,5,1587,431,7232.49,1
65,3,1587,311,4416.36,1
123,5,1587,183,9786.13,1
163,4,1587,77,7949.62,1
125,3,1587,113,6151.17,1
32,7,1587,179,4685.89,1
49,7,1587,452,5494.44,1
129,8,1587,487,2563.54,1
157,7,1587,47,5212.74,1
113,6,1587,40,3485.08,1
105,8,1587,443,4312.41,1
81,8,1587,502,2085.85,1
80,6,1587,494,6300.52,1
194,6,1587,450,17772.11,1
21,8,1587,216,32140.55,1
170,7,1587,421,1501.57,1
177,8,1587,49,2693.82,1
50,8,1587,158,4895.71,1
158,7,1587,105,10828.52,1
107,8,1587,39,12459.79,1
93,7,1587,248,4714.7,1
134,8,1587,143,4112.61,1
108,7,1587,8,5846.38,1
51,7,1587,414,19858.51,1
86,7,1587,198,9471.15,1
77,8,1587,266,4478.94,1
83,8,1587,193,2054.45,1
63,7,1587,493,1611.95,1
31,8,1587,3,10845.54,1
180,8,1587,431,9388.55,1
44,8,1587,24,11039.32,1
68,8,1587,194,8647.36,1
187,8,1587,43,1919.34,1
193,7,1587,210,47140.17,1
1,6,1587,80,24016.37,1
95,7,1587,181,1503.93,1
127,8,1587,54,9377.5,1
27,8,1587,76,1964.01,1
117,8,1587,429,14711.11,1
164,6,1587,169,2797.97,1
142,8,1587,458,7065.11,1
145,6,1587,259,2018.86,1
186,7,1587,422,4534.61,1
14,7,1587,173,4179.6,1
126,8,1587,447,9045.12,1
132,8,1587,171,23183.39,1
72,8,1587,44,5516.3,1
54,6,1587,99,11842.55,1
102,7,1587,256,2085.17,1
191,6,1587,27,10975.3,1
41,6,1587,20,9126.75,1
136,8,1587,244,1934.41,1
98,6,1587,30,9236.3,1
143,7,1587,500,7940.47,1
144,7,1587,246,9404.21,1
114,10,1587,157,2980.47,1
70,9,1587,334,2275.93,1
161,10,1587,15,9036.53,1
133,10,1587,248,6929.36,1
16,10,1587,142,1730.3,1
182,9,1587,105,10576.13,1
165,10,1587,85,1633.96,1
138,9,1587,328,2100.03,1
115,10,1587,529,1563.7,1
153,10,1587,269,9165.94,1
99,9,1587,339,11242.59,1
60,10,1587,152,8032.48,1
3,9,1587,162,11855.47,1
92,9,1587,537,13395.64,1
71,9,1587,515,6517.74,1
23,9,1587,161,4402.95,1
75,9,1587,365,4728.61,1
13,10,1587,144,12055.68,1
84,10,1587,3,11781.26,1
87,10,1587,398,4978.8,1
47,10,1587,516,17411.38,1
12,9,1587,520,3036.49,1
103,9,1587,137,4676.59,1
45,9,1587,402,21831.14,1
8,9,1587,139,1825.1,1
159,9,1587,106,1936.92,1
150,10,1587,376,1890.5,1
167,9,1587,352,1508.68,1
24,9,1587,372,17816.8,1
96,10,1587,255,12765.11,1
25,10,1587,83,6499.03,1
166,10,1587,94,1705.92,1
162,9,1587,378,12854.21,1
154,10,1587,90,15345.03,1
18,10,1587,349,1897.85,1
101,9,1587,249,10694.08,1
57,10,1587,2,8651.9,1
100,10,1587,267,9985.22,1
61,9,1587,528,9245.98,1
52,9,1587,268,4116.83,1
147,2,1618,64,1559.94,1
124,2,1618,329,8102.77,1
175,1,1618,328,2532.51,1
171,1,1618,245,7882.7,1
148,2,1618,65,4404.59,1
5,2,1618,112,2226.66,1
128,1,1618,341,6157.04,1
82,2,1618,43,1585.51,1
28,1,1618,253,1594.02,1
46,1,1618,390,9880.16,1
91,2,1618,233,10931.47,1
176,2,1618,241,2005.49,1
172,1,1618,351,14218.28,1
155,1,1618,121,2002.57,1
19,2,1618,223,1778.26,1
94,1,1618,394,2505.1,1
26,2,1618,350,9162.46,1
55,2,1618,313,3215.53,1
29,1,1618,62,4128.44,1
181,1,1618,249,11082.75,1
118,1,1618,169,1741.33,1
174,1,1618,183,14734.1,1
141,1,1618,63,10162.84,1
188,1,1618,386,14995.02,1
112,2,1618,419,4320.96,1
34,1,1618,16,1633.22,1
69,1,1618,68,4256.5,1
62,1,1618,422,5297.77,1
190,2,1618,254,4083.85,1
17,2,1618,2,5161.85,1
10,2,1618,395,5545.2,1
199,2,1618,116,4703.6,1
76,1,1618,383,4875.68,1
106,2,1618,234,9611.98,1
179,1,1618,12,21059.63,1
111,2,1618,396,10078.44,1
43,1,1618,74,10589.74,1
173,2,1618,53,6579.73,1
183,2,1618,240,23969.94,1
53,2,1618,229,3635.55,1
42,1,1618,177,12777.09,1
116,2,1618,343,5859.58,1
30,2,1618,408,17965.17,1
66,1,1618,115,3051.27,1
35,2,1618,412,1793.43,1
195,2,1618,306,14363.61,1
104,2,1618,36,14184.62,1
73,1,1618,163,2068.1,1
48,1,1618,270,14992.14,1
33,1,1618,27,9169.9,1
135,5,1618,94,1797.28,1
184,3,1618,69,10199.72,1
196,3,1618,125,4478.12,1
78,5,1618,427,1818.43,1
20,5,1618,10,1997.42,1
88,3,1618,87,11291.45,1
39,3,1618,52,4182.55,1
22,3,1618,176,4171.08,1
79,4,1618,142,2581.24,1
37,5,1618,323,4496.08,1
152,3,1618,380,4052.34,1
67,5,1618,40,1678.4,1
192,3,1618,324,19049.82,1
97,3,1618,137,7795.87,1
120,5,1618,303,9841.55,1
122,4,1618,328,1580.93,1
74,4,1618,334,1984.86,1
137,4,1618,17,12079.93,1
4,5,1618,3,10498.14,1
110,3,1618,422,10081.19,1
160,4,1618,54,12717.71,1
40,4,1618,473,6637.9,1
121,3,1618,181,1707.51,1
149,5,1618,171,17351.46,1
90,5,1618,11,8180.52,1
189,5,1618,416,6686.45,1
36,3,1618,13,3334.71,1
156,3,1618,419,5960.95,1
11,3,1618,8,6907.06,1
89,3,1618,149,7338.25,1
185,3,1618,146,5560.16,1
169,3,1618,471,10260.88,1
15,3,1618,335,4543.46,1
168,5,1618,252,14688.97,1
56,4,1618,414,11613.92,1
198,3,1618,80,4695.24,1
59,5,1618,50,5383.27,1
6,5,1618,44,5171.52,1
178,4,1618,330,26470.39,1
64,5,1618,257,4420.97,1
146,5,1618,479,8654.24,1
58,4,1618,248,11131.02,1
140,3,1618,417,17017.5,1
109,3,1618,155,5362.41,1
151,5,1618,331,2148.44,1
139,4,1618,70,1901.47,1
197,5,1618,254,4262.23,1
130,5,1618,245,4507.96,1
2,3,1618,463,1668.94,1
131,3,1618,326,9628.82,1
200,5,1618,318,10631.74,1
85,3,1618,58,13282.6,1
119,5,1618,74,6850.11,1
9,3,1618,72,13083.56,1
38,5,1618,139,3434.05,1
7,5,1618,431,7232.49,1
65,3,1618,311,4416.36,1
123,5,1618,183,9786.13,1
163,4,1618,77,7949.62,1
125,3,1618,113,6151.17,1
32,7,1618,179,4685.89,1
49,7,1618,452,5494.44,1
129,8,1618,487,2563.54,1
157,7,1618,47,5212.74,1
113,6,1618,40,3485.08,1
105,8,1618,443,4312.41,1
81,8,1618,502,2085.85,1
80,6,1618,494,6300.52,1
194,6,1618,450,17772.11,1
21,8,1618,216,32140.55,1
170,7,1618,421,1501.57,1
177,8,1618,49,2693.82,1
50,8,1618,158,4895.71,1
158,7,1618,105,10828.52,1
107,8,1618,39,12459.79,1
93,7,1618,248,4714.7,1
134,8,1618,143,4112.61,1
108,7,1618,8,5846.38,1
51,7,1618,414,19858.51,1
86,7,1618,198,9471.15,1
77,8,1618,266,4478.94,1
83,8,1618,193,2054.45,1
63,7,1618,493,1611.95,1
31,8,1618,3,10845.54,1
180,8,1618,431,9388.55,1
44,8,1618,24,11039.32,1
68,8,1618,194,8647.36,1
187,8,1618,43,1919.34,1
193,7,1618,210,47140.17,1
1,6,1618,80,24016.37,1
95,7,1618,181,1503.93,1
127,8,1618,54,9377.5,1
27,8,1618,76,1964.01,1
117,8,1618,429,14711.11,1
164,6,1618,169,2797.97,1
142,8,1618,458,7065.11,1
145,6,1618,259,2018.86,1
186,7,1618,422,4534.61,1
14,7,1618,173,4179.6,1
126,8,1618,447,9045.12,1
132,8,1618,171,23183.39,1
72,8,1618,44,5516.3,1
54,6,1618,99,11842.55,1
102,7,1618,256,2085.17,1
191,6,1618,27,10975.3,1
41,6,1618,20,9126.75,1
136,8,1618,244,1934.41,1
98,6,1618,30,9236.3,1
143,7,1618,500,7940.47,1
144,7,1618,246,9404.21,1
114,10,1618,157,2980.47,1
70,9,1618,334,2275.93,1
161,10,1618,15,9036.53,1
133,10,1618,248,6929.36,1
16,10,1618,142,1730.3,1
182,9,1618,105,10576.13,1
165,10,1618,85,1633.96,1
138,9,1618,328,2100.03,1
115,10,1618,529,1563.7,1
153,10,1618,269,9165.94,1
99,9,1618,339,11242.59,1
60,10,1618,152,8032.48,1
3,9,1618,162,11855.47,1
92,9,1618,537,13395.64,1
71,9,1618,515,6517.74,1
23,9,1618,161,4402.95,1
75,9,1618,365,4728.61,1
13,10,1618,144,12055.68,1
84,10,1618,3,11781.26,1
87,10,1618,398,4978.8,1
47,10,1618,516,17411.38,1
12,9,1618,520,3036.49,1
103,9,1618,137,4676.59,1
45,9,1618,402,21831.14,1
8,9,1618,139,1825.1,1
159,9,1618,106,1936.92,1
150,10,1618,376,1890.5,1
167,9,1618,352,1508.68,1
24,9,1618,372,17816.8,1
96,10,1618,255,12765.11,1
25,10,1618,83,6499.03,1
166,10,1618,94,1705.92,1
162,9,1618,378,12854.21,1
154,10,1618,90,15345.03,1
18,10,1618,349,1897.85,1
101,9,1618,249,10694.08,1
57,10,1618,2,8651.9,1
100,10,1618,267,9985.22,1
61,9,1618,528,9245.98,1
52,9,1618,268,4116.83,1
147,2,1648,64,1559.94,1
124,2,1648,329,8102.77,1
175,1,1648,328,2532.51,1
171,1,1648,245,7882.7,1
148,2,1648,65,4404.59,1
5,2,1648,112,2226.66,1
128,1,1648,341,6157.04,1
82,2,1648,43,1585.51,1
28,1,1648,253,1594.02,1
46,1,1648,390,9880.16,1
91,2,1648,233,10931.47,1
176,2,1648,241,2005.49,1
172,1,1648,351,14218.28,1
155,1,1648,121,2002.57,1
19,2,1648,223,1778.26,1
94,1,1648,394,2505.1,1
26,2,1648,350,9162.46,1
55,2,1648,313,3215.53,1
29,1,1648,62,4128.44,1
181,1,1648,249,11082.75,1
118,1,1648,169,1741.33,1
174,1,1648,183,14734.1,1
141,1,1648,63,10162.84,1
188,1,1648,386,14995.02,1
112,2,1648,419,4320.96,1
34,1,1648,16,1633.22,1
69,1,1648,68,4256.5,1
62,1,1648,422,5297.77,1
190,2,1648,254,4083.85,1
17,2,1648,2,5161.85,1
10,2,1648,395,5545.2,1
199,2,1648,116,4703.6,1
76,1,1648,383,4875.68,1
106,2,1648,234,9611.98,1
179,1,1648,12,21059.63,1
111,2,1648,396,10078.44,1
43,1,1648,74,10589.74,1
173,2,1648,53,6579.73,1
183,2,1648,240,23969.94,1
53,2,1648,229,3635.55,1
42,1,1648,177,12777.09,1
116,2,1648,343,5859.58,1
30,2,1648,408,17965.17,1
66,1,1648,115,3051.27,1
35,2,1648,412,1793.43,1
195,2,1648,306,14363.61,1
104,2,1648,36,14184.62,1
73,1,1648,163,2068.1,1
48,1,1648,270,14992.14,1
33,1,1648,27,9169.9,1
135,5,1648,94,1797.28,1
